PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,FamilySize,IsAlone,SmallFamily,LargeFamily,HasCabin,TicketPrefix,HasTicketPrefix,FarePerPerson,IsChild,IsAdult,IsElderly,NameLength,AgeGroup,FareBin,FarePerPersonBin,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown,Survived
167,1,0,36.0,0,1,55.0,2,0,1,0,1,None,0,27.5,0,1,0,38,3,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
168,3,0,45.0,1,4,27.9,6,0,0,1,0,None,0,4.6499999999999995,0,1,0,47,3,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
169,1,1,42.0,0,0,25.925,1,1,0,0,0,PC,1,25.925,0,1,0,19,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
170,3,1,28.0,0,0,56.4958,1,1,0,0,0,None,0,56.4958,0,1,0,13,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
171,1,1,61.0,0,0,33.5,1,1,0,0,1,None,0,33.5,0,0,1,25,4,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
172,3,1,4.0,4,1,29.125,6,0,0,1,0,None,0,4.854166666666667,1,0,0,20,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
173,3,0,1.0,1,1,11.1333,3,0,1,0,0,None,0,3.7111,1,0,0,28,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
174,3,1,21.0,0,0,7.925,1,1,0,0,0,STON,1,7.925,0,1,0,25,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
175,1,1,56.0,0,0,30.6958,1,1,0,0,1,None,0,30.6958,0,1,0,23,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
176,3,1,18.0,1,1,7.8542,3,0,1,0,0,None,0,2.6180666666666665,0,1,0,22,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
177,3,1,25.0,3,1,25.4667,5,0,0,1,0,None,0,5.0933399999999995,0,1,0,29,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
178,1,0,50.0,0,0,28.7125,1,1,0,0,1,PC,1,28.7125,0,1,0,26,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
179,2,1,30.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,18,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
180,3,1,36.0,0,0,0.0,1,1,0,0,0,LINE,1,0.0,0,1,0,19,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
181,3,0,22.0,8,2,69.55,11,0,0,1,0,CA,1,6.322727272727272,0,1,0,28,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
182,2,1,29.5,0,0,15.05,1,1,0,0,0,SC,1,15.05,0,1,0,16,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
183,3,1,9.0,4,2,31.3875,7,0,0,1,0,None,0,4.483928571428572,1,0,0,37,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
184,2,1,1.0,2,1,39.0,4,0,1,0,1,None,0,9.75,1,0,0,25,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
185,3,0,4.0,0,2,22.025,3,0,1,0,0,None,0,7.341666666666666,1,0,0,35,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
186,1,1,42.0,0,0,50.0,1,1,0,0,1,None,0,50.0,0,1,0,21,3,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
187,3,0,22.0,1,0,15.5,2,0,1,0,0,None,0,7.75,0,1,0,47,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
188,1,1,45.0,0,0,26.55,1,1,0,0,0,None,0,26.55,0,1,0,45,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
189,3,1,40.0,1,1,15.5,3,0,1,0,0,None,0,5.166666666666667,0,1,0,16,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
190,3,1,36.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,19,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
191,2,0,32.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,19,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
192,2,1,19.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,21,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
193,3,0,19.0,1,0,7.8542,2,0,1,0,0,None,0,3.9271,0,1,0,47,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
194,2,1,3.0,1,1,26.0,3,0,1,0,1,None,0,8.666666666666666,1,0,0,26,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
195,1,0,44.0,0,0,27.7208,1,1,0,0,1,PC,1,27.7208,0,1,0,41,3,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
196,1,0,58.0,0,0,146.5208,1,1,0,0,1,PC,1,146.5208,0,1,0,20,3,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
197,3,1,25.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,19,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
198,3,1,42.0,0,1,8.4042,2,0,1,0,0,None,0,4.2021,0,1,0,32,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
199,3,0,22.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,32,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
200,2,0,24.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,38,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
201,3,1,28.0,0,0,9.5,1,1,0,0,0,None,0,9.5,0,1,0,30,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
202,3,1,25.0,8,2,69.55,11,0,0,1,0,CA,1,6.322727272727272,0,1,0,19,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
203,3,1,34.0,0,0,6.4958,1,1,0,0,0,None,0,6.4958,0,1,0,26,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
204,3,1,45.5,0,0,7.225,1,1,0,0,0,None,0,7.225,0,1,0,20,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
205,3,1,18.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,24,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
206,3,0,2.0,0,1,10.4625,2,0,1,0,1,None,0,5.23125,1,0,0,26,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
207,3,1,32.0,1,0,15.85,2,0,1,0,0,None,0,7.925,0,1,0,26,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
208,3,1,26.0,0,0,18.7875,1,1,0,0,0,None,0,18.7875,0,1,0,27,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
209,3,0,16.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,25,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
210,1,1,40.0,0,0,31.0,1,1,0,0,1,None,0,31.0,0,1,0,16,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
211,3,1,24.0,0,0,7.05,1,1,0,0,0,SOTON,1,7.05,0,1,0,14,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
212,2,0,35.0,0,0,21.0,1,1,0,0,0,F,1,21.0,0,1,0,26,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
213,3,1,22.0,0,0,7.25,1,1,0,0,0,A,1,7.25,0,1,0,22,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
214,2,1,30.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,27,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
215,3,1,25.0,1,0,7.75,2,0,1,0,0,None,0,3.875,0,1,0,19,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
216,1,0,31.0,1,0,113.275,2,0,1,0,1,None,0,56.6375,0,1,0,23,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
217,3,0,27.0,0,0,7.925,1,1,0,0,0,STON,1,7.925,0,1,0,22,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
218,2,1,42.0,1,0,27.0,2,0,1,0,0,None,0,13.5,0,1,0,28,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
219,1,0,32.0,0,0,76.2917,1,1,0,0,1,None,0,76.2917,0,1,0,21,2,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
220,2,1,30.0,0,0,10.5,1,1,0,0,0,W,1,10.5,0,1,0,18,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
221,3,1,16.0,0,0,8.05,1,1,0,0,0,SOTON,1,8.05,0,1,0,30,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
222,2,1,27.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,20,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
223,3,1,51.0,0,0,8.05,1,1,0,0,0,None,0,8.05,0,1,0,23,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
224,3,1,25.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,20,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
225,1,1,38.0,1,0,90.0,2,0,1,0,1,None,0,45.0,0,1,0,28,3,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
226,3,1,22.0,0,0,9.35,1,1,0,0,0,PP,1,9.35,0,1,0,28,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
227,2,1,19.0,0,0,10.5,1,1,0,0,0,SW,1,10.5,0,1,0,25,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
228,3,1,20.5,0,0,7.25,1,1,0,0,0,A,1,7.25,0,1,0,31,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
229,2,1,18.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,25,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
230,3,0,22.0,3,1,25.4667,5,0,0,1,0,None,0,5.0933399999999995,0,1,0,23,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
231,1,0,35.0,1,0,83.475,2,0,1,0,1,None,0,41.7375,0,1,0,44,2,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
232,3,1,29.0,0,0,7.775,1,1,0,0,0,None,0,7.775,0,1,0,24,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
233,2,1,59.0,0,0,13.5,1,1,0,0,0,None,0,13.5,0,1,0,25,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
234,3,0,5.0,4,2,31.3875,7,0,0,1,0,None,0,4.483928571428572,1,0,0,30,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
235,2,1,24.0,0,0,10.5,1,1,0,0,0,C,1,10.5,0,1,0,33,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
236,3,0,22.0,0,0,7.55,1,1,0,0,0,W,1,7.55,0,1,0,28,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
237,2,1,44.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,17,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
238,2,0,8.0,0,2,26.25,3,0,1,0,0,C,1,8.75,1,0,0,32,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
239,2,1,19.0,0,0,10.5,1,1,0,0,0,None,0,10.5,0,1,0,31,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
240,2,1,33.0,0,0,12.275,1,1,0,0,0,SCO,1,12.275,0,1,0,22,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
241,3,0,22.0,1,0,14.4542,2,0,1,0,0,None,0,7.2271,0,1,0,21,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
242,3,0,22.0,1,0,15.5,2,0,1,0,0,None,0,7.75,0,1,0,30,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
243,2,1,29.0,0,0,10.5,1,1,0,0,0,W,1,10.5,0,1,0,31,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
244,3,1,22.0,0,0,7.125,1,1,0,0,0,STON,1,7.125,0,1,0,29,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
245,3,1,30.0,0,0,7.225,1,1,0,0,0,None,0,7.225,0,1,0,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
246,1,1,44.0,2,0,90.0,3,0,1,0,1,None,0,30.0,0,1,0,27,3,4,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
247,3,0,25.0,0,0,7.775,1,1,0,0,0,None,0,7.775,0,1,0,37,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
248,2,0,24.0,0,2,14.5,3,0,1,0,0,None,0,4.833333333333333,0,1,0,31,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
249,1,1,37.0,1,1,52.5542,3,0,1,0,1,None,0,17.518066666666666,0,1,0,29,3,4,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
250,2,1,54.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,29,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
251,3,1,25.0,0,0,7.25,1,1,0,0,0,None,0,7.25,0,1,0,22,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
252,3,0,29.0,1,1,10.4625,3,0,1,0,1,None,0,3.4875000000000003,0,1,0,42,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
253,1,1,62.0,0,0,26.55,1,1,0,0,1,None,0,26.55,0,0,1,25,4,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
254,3,1,30.0,1,0,16.1,2,0,1,0,0,A,1,8.05,0,1,0,24,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
255,3,0,41.0,0,2,20.2125,3,0,1,0,0,None,0,6.7375,0,1,0,40,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
256,3,0,29.0,0,2,15.2458,3,0,1,0,0,None,0,5.081933333333333,0,1,0,39,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
257,1,0,36.0,0,0,79.2,1,1,0,0,0,PC,1,79.2,0,1,0,30,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
258,1,0,30.0,0,0,86.5,1,1,0,0,1,None,0,86.5,0,1,0,20,2,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
259,1,0,35.0,0,0,512.3292,1,1,0,0,0,PC,1,512.3292,0,1,0,16,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
260,2,0,50.0,0,1,26.0,2,0,1,0,0,None,0,13.0,0,1,0,27,3,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
261,3,1,25.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,17,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
262,3,1,3.0,4,2,31.3875,7,0,0,1,0,None,0,4.483928571428572,1,0,0,33,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
263,1,1,52.0,1,1,79.65,3,0,1,0,1,None,0,26.55,0,1,0,17,3,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
264,1,1,40.0,0,0,0.0,1,1,0,0,1,None,0,0.0,0,1,0,21,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
265,3,0,22.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,18,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
266,2,1,36.0,0,0,10.5,1,1,0,0,0,C,1,10.5,0,1,0,17,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
267,3,1,16.0,4,1,39.6875,6,0,0,1,0,None,0,6.614583333333333,0,1,0,25,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
268,3,1,25.0,1,0,7.775,2,0,1,0,0,None,0,3.8875,0,1,0,24,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
269,1,0,58.0,0,1,153.4625,2,0,1,0,1,PC,1,76.73125,0,1,0,45,3,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
270,1,0,35.0,0,0,135.6333,1,1,0,0,1,PC,1,135.6333,0,1,0,22,2,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
271,1,1,42.0,0,0,31.0,1,1,0,0,0,None,0,31.0,0,1,0,21,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
272,3,1,25.0,0,0,0.0,1,1,0,0,0,LINE,1,0.0,0,1,0,28,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
273,2,0,41.0,0,1,19.5,2,0,1,0,0,None,0,9.75,0,1,0,41,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
274,1,1,37.0,0,1,29.7,2,0,1,0,1,PC,1,14.85,0,1,0,21,3,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
275,3,0,22.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,26,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
276,1,0,63.0,1,0,77.9583,2,0,1,0,1,None,0,38.97915,0,0,1,33,4,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
277,3,0,45.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,33,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
278,2,1,29.5,0,0,0.0,1,1,0,0,0,None,0,0.0,0,1,0,27,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
279,3,1,7.0,4,1,29.125,6,0,0,1,0,None,0,4.854166666666667,1,0,0,18,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,3,0,35.0,1,1,20.25,3,0,1,0,0,C,1,6.75,0,1,0,32,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
281,3,1,65.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,0,1,16,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
282,3,1,28.0,0,0,7.8542,1,1,0,0,0,None,0,7.8542,0,1,0,32,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
283,3,1,16.0,0,0,9.5,1,1,0,0,0,None,0,9.5,0,1,0,25,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
284,3,1,19.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,26,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
285,1,1,42.0,0,0,26.0,1,1,0,0,1,None,0,26.0,0,1,0,26,3,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
286,3,1,33.0,0,0,8.6625,1,1,0,0,0,None,0,8.6625,0,1,0,19,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
287,3,1,30.0,0,0,9.5,1,1,0,0,0,None,0,9.5,0,1,0,23,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
288,3,1,22.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,20,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
289,2,1,42.0,0,0,13.0,1,1,0,0,0,None,0,13.0,0,1,0,20,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
290,3,0,22.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,20,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
291,1,0,26.0,0,0,78.85,1,1,0,0,0,None,0,78.85,0,1,0,28,2,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
292,1,0,19.0,1,0,91.0792,2,0,1,0,1,None,0,45.5396,0,1,0,39,2,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
293,2,1,36.0,0,0,12.875,1,1,0,0,1,SC,1,12.875,0,1,0,22,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
294,3,0,24.0,0,0,8.85,1,1,0,0,0,None,0,8.85,0,1,0,19,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
295,3,1,24.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,16,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
296,1,1,42.0,0,0,27.7208,1,1,0,0,0,PC,1,27.7208,0,1,0,17,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
297,3,1,23.5,0,0,7.2292,1,1,0,0,0,None,0,7.2292,0,1,0,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
298,1,0,2.0,1,2,151.55,4,0,1,0,1,None,0,37.8875,1,0,0,28,0,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
299,1,1,42.0,0,0,30.5,1,1,0,0,1,None,0,30.5,0,1,0,21,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
300,1,0,50.0,0,1,247.5208,2,0,1,0,1,PC,1,123.7604,0,1,0,47,3,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
301,3,0,22.0,0,0,7.75,1,1,0,0,0,None,0,7.75,0,1,0,40,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
302,3,1,25.0,2,0,23.25,3,0,1,0,0,None,0,7.75,0,1,0,18,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
303,3,1,19.0,0,0,0.0,1,1,0,0,0,LINE,1,0.0,0,1,0,31,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
304,2,0,28.0,0,0,12.35,1,1,0,0,1,None,0,12.35,0,1,0,19,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
305,3,1,25.0,0,0,8.05,1,1,0,0,0,A,1,8.05,0,1,0,33,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
306,1,1,0.92,1,2,151.55,4,0,1,0,1,None,0,37.8875,1,0,0,30,0,4,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
307,1,0,36.0,0,0,110.8833,1,1,0,0,0,None,0,110.8833,0,1,0,23,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
308,1,0,17.0,1,0,108.9,2,0,1,0,1,PC,1,54.45,0,1,0,82,1,4,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
309,2,1,30.0,1,0,24.0,2,0,1,0,0,P,1,12.0,0,1,0,19,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
310,1,0,30.0,0,0,56.9292,1,1,0,0,1,PC,1,56.9292,0,1,0,30,2,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
311,1,0,24.0,0,0,83.1583,1,1,0,0,1,None,0,83.1583,0,1,0,30,2,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
312,1,0,18.0,2,2,262.375,5,0,0,1,1,PC,1,52.475,0,1,0,26,1,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
313,2,0,26.0,1,1,26.0,3,0,1,0,0,None,0,8.666666666666666,0,1,0,37,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
314,3,1,28.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,22,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
315,2,1,43.0,1,1,26.25,3,0,1,0,0,F,1,8.75,0,1,0,18,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
316,3,0,26.0,0,0,7.8542,1,1,0,0,0,None,0,7.8542,0,1,0,31,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
317,2,0,24.0,1,0,26.0,2,0,1,0,0,None,0,13.0,0,1,0,35,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
318,2,1,54.0,0,0,14.0,1,1,0,0,0,None,0,14.0,0,1,0,20,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
319,1,0,31.0,0,2,164.8667,3,0,1,0,1,None,0,54.95556666666667,0,1,0,24,2,4,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
320,1,0,40.0,1,1,134.5,3,0,1,0,1,None,0,44.833333333333336,0,1,0,56,3,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
321,3,1,22.0,0,0,7.25,1,1,0,0,0,A,1,7.25,0,1,0,18,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
322,3,1,27.0,0,0,7.8958,1,1,0,0,0,None,0,7.8958,0,1,0,16,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
323,2,0,30.0,0,0,12.35,1,1,0,0,0,None,0,12.35,0,1,0,25,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
324,2,0,22.0,1,1,29.0,3,0,1,0,0,None,0,9.666666666666666,0,1,0,51,2,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
325,3,1,25.0,8,2,69.55,11,0,0,1,0,CA,1,6.322727272727272,0,1,0,24,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
326,1,0,36.0,0,0,135.6333,1,1,0,0,1,PC,1,135.6333,0,1,0,24,3,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
327,3,1,61.0,0,0,6.2375,1,1,0,0,0,None,0,6.2375,0,0,1,25,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
328,2,0,36.0,0,0,13.0,1,1,0,0,1,None,0,13.0,0,1,0,23,3,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
329,3,0,31.0,1,1,20.525,3,0,1,0,0,None,0,6.841666666666666,0,1,0,46,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
330,1,0,16.0,0,1,57.9792,2,0,1,0,1,None,0,28.9896,0,1,0,28,1,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
331,3,0,22.0,2,0,23.25,3,0,1,0,0,None,0,7.75,0,1,0,18,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
332,1,1,45.5,0,0,28.5,1,1,0,0,1,None,0,28.5,0,1,0,19,3,3,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
333,1,1,38.0,0,1,153.4625,2,0,1,0,1,PC,1,76.73125,0,1,0,25,3,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
334,3,1,16.0,2,0,18.0,3,0,1,0,0,None,0,6.0,0,1,0,31,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
335,1,0,36.0,1,0,133.65,2,0,1,0,0,PC,1,66.825,0,1,0,50,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
